"Name","id_Number","row_Number","seat_Number","auditorium_Number","test_result","score"
"Thomas Brown",99881197911193901,4,4,3,"False",80.5613
"Thomas Brown",13520199005083027,40,3,1,"False",77.332
"Thomas Bull",14897200903207922,43,14,2,"False",69.7705
"Thomas Burris",39470195003311148,3,34,6,"False",64.6798
"Thomas Carr",32886193005076322,16,58,2,"False",64.8295
"Thomas Castellano",78262202004225145,43,5,4,"False",64.6798
"Thomas Cecil",35116201703188717,49,14,1,"False",64.6798
"Thomas Chappell",63687195903077174,41,65,1,"False",73.7266
"Thomas Cloud",14105196008271460,10,42,4,"False",68.4162
"Thomas Cohee",37828198004161705,62,36,4,"False",85.0699
"Thomas Cormier",76859193101055058,4,6,1,"False",52.1455
"Thomas Cox",12104194305296468,27,41,2,"False",69.9047
"Thomas Crisp",87015199805232825,40,27,6,"False",94.5606
"Thomas Crowson",47376200111126288,48,53,4,"False",75.4085
"Thomas Davidson",49391197404067532,39,17,6,"False",74.4962
"Thomas Doty",81079193210257287,44,9,5,"False",64.6798
"Thomas Driver",66469194305289510,8,27,1,"False",76.8273
"Thomas Dunn",41867198208276582,33,66,4,"False",90.9905
"Thomas Etherington",28686200810207294,17,18,2,"True",77.4718
"Thomas Felix",61658201405167864,36,26,5,"False",72.715
"Thomas Galayda",16070201302239185,55,22,4,"False",66.3714
"Thomas Garcia",84817195206124191,8,25,3,"False",63.6245
"Thomas Garcia",79440195505041742,13,43,6,"False",63.5147
"Thomas Gillespie",60755201506256985,10,30,4,"False",77.9615
"Thomas Gonzales",60614201806021110,43,35,1,"False",78.5391
"Thomas Green",43937195104074792,12,18,4,"False",64.6798
"Thomas Greenfield",16549195807206227,20,29,2,"False",74.4194
"Thomas Grogan",84026201009221825,3,30,4,"False",70.1804
"Thomas Hagerty",38993198411202564,48,43,2,"False",84.8568
"Thomas Hall",21261199604277682,40,25,1,"False",80.5931
"Thomas Hightower",38091201108245543,13,53,4,"False",74.5753
"Thomas Hildreth",24594199808316113,16,42,5,"False",64.6798
"Thomas Hissem",38113198005223662,21,4,6,"False",79.6516
"Thomas Hoffman",99409198603206197,7,14,5,"True",66.2541
"Thomas Holland",39827196002053582,23,33,5,"False",70.5908
"Thomas Howard",94255195404049879,28,31,3,"False",58.8915
"Thomas Hubenthal",84771201202296547,22,52,5,"False",73.7717
"Thomas Hughes",86249199902024514,55,50,2,"False",83.731
"Thomas Hunter",82388200312213653,12,8,2,"True",79.9326
"Thomas Imler",26961198310304301,15,43,4,"False",69.8498
"Thomas Jenkins",60347195001034235,9,9,3,"False",67.1531
"Thomas Karge",22277198505118748,24,7,3,"False",75.147
"Thomas Kester",36178196007011072,26,30,4,"False",72.7743
"Thomas Lamper",49787194209235550,39,26,5,"False",64.6798
"Thomas Lawson",73594198202125923,8,52,1,"False",71.8121
"Thomas Lebron",37849200102148833,9,22,4,"False",90.6247
"Thomas Leith",96266197510046646,7,30,3,"True",84.7467
"Thomas Lewis",66036197708258942,51,2,2,"False",79.9121
"Thomas Lien",50717195604104339,6,19,6,"False",71.7666
"Thomas Limmel",66192196811207721,23,38,5,"False",76.8443
"Thomas Lugo",77221194910297361,19,40,5,"False",61.4829
"Thomas Makins",32150193009043380,13,7,1,"False",61.0993
"Thomas Malone",92185197305239998,35,23,5,"False",64.6798
"Thomas Marquez",38918198909088886,39,14,4,"False",80.2961
"Thomas Martell",94350198806046022,67,58,4,"False",80.176
"Thomas Mccraney",38477199201233439,5,11,6,"False",69.8922
"Thomas Mcdaniel",26762197808197455,20,5,3,"True",71.3905
"Thomas Mosley",24290200704271379,20,14,6,"False",82.5241
"Thomas Navarro",48760193406197101,55,38,2,"False",62.4784
"Thomas Norris",11023199404214087,27,35,1,"False",91.5505
"Thomas Odell",32047199808238882,38,68,4,"False",88.25
"Thomas Phillips",64882197810295307,24,20,2,"False",64.6798
"Thomas Pickens",64432193111055105,44,55,1,"False",68.0226
"Thomas Potter",93689201009124628,54,36,4,"False",78.8947
"Thomas Prater",77181199109305904,29,13,2,"False",64.6798
"Thomas Provenzano",53253197005078783,25,62,1,"False",72.5061
"Thomas Pybus",20376201403174374,67,3,4,"False",59.0793
"Thomas Quintana",32519201702162007,1,36,5,"True",77.7661
"Thomas Rice",15345201107288867,32,15,3,"False",87.914
"Thomas Richards",90578195707262203,18,2,5,"False",68.6313
"Thomas Rosebrough",62350194711175643,29,27,4,"False",67.2233
"Thomas Ryan",72557199612076978,17,54,5,"False",77.0677
"Thomas Salter",27716198610119601,46,18,4,"False",69.4093
"Thomas Seaman",70985200406072585,52,21,2,"False",81.1966
"Thomas Sexton",97897194510018888,29,25,1,"False",58.5711
"Thomas Song",97136200609305074,20,10,4,"False",89.9783
"Thomas Suchan",65491195203257087,13,53,5,"True",69.926
"Thomas Swaim",15186194506221901,43,12,2,"False",57.9644
"Thomas Sykes",53412193007268429,18,5,6,"False",59.3858
"Thomas Taylor",49468197904264682,57,24,4,"False",80.826
"Thomas Theisen",51825194201043186,34,27,2,"False",57.4969
"Thomas Thomas",93951195401038508,20,56,2,"False",74.4865
"Thomas Thorson",44329197810304243,28,9,5,"False",55.3936
"Thomas Vanaria",77065197408137694,57,26,4,"False",79.0589
"Thomas Vandamme",45829194808273494,46,40,5,"False",64.6798
"Thomas Walker",24242193411184007,21,37,4,"False",65.8794
"Thomas Wallace",22352199609126431,10,32,3,"False",75.3083
"Thomas Watson",15468196709041477,36,57,5,"False",73.7605
"Thomas Wilson",22617194404029206,7,15,5,"False",45.3692
"Thomas Witt",64817194509216724,32,13,6,"False",59.7528
"Thomas Yamamoto",91482198702173196,59,11,2,"False",64.6798
"Thomas Yarbrough",12612199911233368,48,21,4,"False",81.1754
"Thomas Zimmerman",33409194512065572,36,50,1,"False",59.5173
"Thu Henry",49052200708161472,43,6,2,"False",88.0234
"Tia Lenox",11580200410143844,10,65,2,"False",80.5453
"Tia Obrien",78187199409183092,3,21,3,"False",88.3863
"Tia Perez",80976199308087507,34,53,1,"False",95.1472
"Tiara Blevins",31245199701093661,56,37,2,"False",89.0162
"Tierra Lester",94911195804074818,43,7,5,"False",72.0229
"Tiffaney Lyons",93365201606295900,21,27,1,"False",70.4812
"Tiffany Benett",13542201605295528,11,12,6,"True",84.4149
"Tiffany Branch",93685193611124098,26,36,2,"True",55.8583
"Tiffany Dorsey",73107200512125340,19,20,3,"False",82.1057
"Tiffany Hayden",25800194008067987,64,47,4,"False",59.0204
"Tiffany Hughes",71947197309255840,12,43,3,"False",75.0671
"Tiffany Joyner",24295193002247612,18,40,6,"True",65.3273
"Tiffany Nelson",37325197509016263,33,28,4,"False",69.5796
"Tiffany Twilley",27619201609041837,65,25,4,"False",72.8721
"Tiffany Ziegler",18149193908257541,48,19,4,"False",63.6314
"Tillie Nunn",83037198808318490,35,45,5,"False",71.498
"Tim Cook",98780197105158701,15,2,6,"False",75.8959
"Tim Finley",87730195502207469,30,22,3,"False",64.6798
"Tim Miller",24486196202013092,2,61,4,"False",71.0688
"Timothy Bass",92270196505183962,28,25,3,"False",71.799
"Timothy Burns",56080195303147925,16,32,1,"False",64.6798
"Timothy Burns",36322198411255580,17,3,2,"False",75.6828
"Timothy Burton",22798200104185981,46,26,1,"False",79.0392
"Timothy Clements",64020201302229890,25,46,4,"False",67.1176
"Timothy Copper",15463197209179161,2,21,6,"False",67.2894
"Timothy Crook",45476193601273492,3,7,6,"False",65.7885
"Timothy Dejesus",11634194609034691,38,25,6,"False",66.0176
"Timothy Dibble",47306200512175456,48,3,1,"False",78.3195
"Timothy Dittrick",15228194109043382,47,2,2,"False",59.861
"Timothy Escamilla",72648199204038119,46,35,1,"False",79.0182
"Timothy Fleming",56212199009028796,22,2,3,"False",87.2826
"Timothy Flesher",30097194912038926,11,4,5,"False",77.8442
"Timothy Gaskins",44140193609155967,35,11,4,"False",70.4118
"Timothy Geller",98647196906076497,1,40,4,"False",76.2303
"Timothy Graham",44003194510259135,10,42,6,"False",71.0904
"Timothy Green",60027201607272260,39,59,5,"False",86.2805
"Timothy Hall",96893194303204619,43,15,4,"False",64.6798
"Timothy Herbert",94671201502101502,55,21,2,"False",72.8777
"Timothy Hertz",19052199701051157,13,10,3,"False",68.8372
"Timothy High",18017201707129084,26,15,5,"False",64.6798
"Timothy Holt",63873201209184258,47,11,1,"False",78.9565
"Timothy James",43489194207207461,25,14,5,"False",66.2379
"Timothy Johnson",66537201312115499,25,43,2,"False",78.7686
"Timothy Jones",35137201612176166,21,29,1,"True",81.7943
"Timothy Kowis",97014194802151898,19,56,4,"False",63.3893
"Timothy Ligon",46454195002039998,7,10,4,"False",74.6885
"Timothy Mann",28383198004215029,27,30,3,"False",85.9825
"Timothy Mccully",65032193306201067,52,15,4,"False",47.6803
"Timothy Munoz",82354193108183168,38,12,4,"False",76.4393
"Timothy Ortiz",57469198208166492,29,23,4,"False",71.2533
"Timothy Rosado",67596198912231057,20,23,4,"False",62.0824
"Timothy Seal",53401193308119631,45,36,1,"False",58.1127
"Timothy Siciliano",81138194003017900,21,7,4,"False",46.4256
"Timothy Simmons",40645193306187865,18,15,1,"False",57.2189
"Timothy Skeesick",43966201210194844,64,2,4,"False",80.0083
"Timothy Stanfield",53285200909029880,44,48,2,"False",73.3225
"Timothy Tracy",75939195106033969,68,27,4,"False",72.5785
"Timothy Tsan",11393199809034378,47,54,1,"False",68.5719
"Timothy West",36395195109034625,13,22,5,"False",76.9442
"Timothy Whedbee",56773196903114812,35,61,5,"False",77.37
"Timothy Yengo",86175196606253421,56,32,2,"False",64.6798
"Tina Beltran",38873201702228197,64,4,4,"False",70.3706
"Tina Bogacz",31997195111229729,3,6,6,"False",67.7736
"Tina Dickinson",93389194907298169,8,5,1,"False",71.448
"Tina Doig",39823196509141225,12,27,4,"False",64.6798
"Tina Keyes",43823200512217168,19,68,1,"False",80.9957
"Tina Leslie",10123198401172116,23,13,6,"False",64.6798
"Tina Limbo",25928194711117816,5,43,3,"True",59.5367
"Tina Mancini",44602197003278298,35,16,3,"False",69.9625
"Tina Mangan",45589194202024182,28,8,3,"False",64.6798
"Tina Price",78111200209275168,28,22,3,"False",67.6093
"Tina Proctor",87264200804068080,23,7,4,"False",56.0917
"Tina Richards",32779197311176453,16,10,1,"False",70.4243
"Tina Rush",34082199312032819,37,20,3,"False",79.6717
"Tina Stowers",76413199608021629,8,20,4,"False",82.0744
"Tina Tyner",58017201408254950,45,35,4,"False",84.7893
"Tina Waller",14841199303227400,40,19,2,"False",64.6798
"Tina Wansley",39258196507039586,31,32,2,"False",67.7213
"Tina Wright",66698201103261892,7,36,6,"False",76.5759
"Tina Young",54242195711163818,15,52,4,"False",60.4807
"Tina Yowell",98958200101302467,20,2,3,"False",84.4031
"Tiny Feddersen",97188199102245900,6,55,4,"False",64.6798
"Tisha Cole",99285193711185484,3,62,2,"False",76.4665
"Tisha Moore",82487195003151149,25,61,4,"False",72.3987
"Tobi Alexander",39419199302248920,19,51,4,"False",75.201
"Toby Fye",47594197710096331,29,43,2,"False",77.2859
"Toby Parker",55742197304079360,38,60,4,"False",82.7806
"Toby Walton",28127201201067932,37,55,5,"True",70.0976
"Tod Clark",88785198601057129,23,46,3,"False",70.9272
"Tod Valencia",81327194412279662,37,15,5,"False",67.2781
"Todd Atlas",95995198001048395,56,43,4,"False",64.6798
"Todd Brinlee",54720196301255316,25,17,3,"False",77.2472
"Todd Carpenter",48664196211219715,31,16,2,"False",70.8729
"Todd Garfield",30542195005319582,44,24,1,"False",76.0939
"Todd Griffin",65226196009017728,51,5,4,"False",70.189
"Todd Jackson",23031197505053411,46,18,5,"False",67.7931
"Todd Jenkins",58246197709035611,56,9,2,"True",61.3889
"Todd Jones",68977200601221451,7,54,1,"False",80.2031
"Todd Kalichman",57327198210297141,15,22,6,"False",71.9217
"Todd Kellogg",45192200103273179,46,11,2,"False",73.8133
"Todd Newsome",43561201004193001,13,35,6,"False",67.4672
"Todd Orizabal",54803200202136524,41,22,1,"False",82.2153
"Todd Patterson",16418197204288208,12,46,4,"False",78.6415
"Todd Phillips",47792194906085579,19,39,4,"False",52.1981
"Todd Stiles",33896199308319810,28,63,4,"False",70.159
"Todd Wagner",78149200104218508,51,13,2,"False",80.396
"Todd Wakefield",51966199910282017,13,64,2,"False",89.7745
"Todd Watson",99859194204284331,14,26,1,"False",55.5342
"Tom Blanchard",33482200005304101,67,24,4,"True",70.6712
"Tom Hill",10856198304088876,63,65,4,"False",81.4324
"Tom Jackson",23500201309171623,32,60,4,"False",69.3951
"Tom Medill",71041200109176564,5,58,1,"True",77.8874
"Tom Mention",63593198807147736,35,9,3,"False",69.0679
"Tom Miller",82008195811156113,35,31,2,"False",67.6062
"Tom Wallace",88152199705228321,43,56,4,"False",64.6798
"Tom Wueste",10722200012237982,33,20,3,"False",82.5187
"Tomas Howard",67229193902243865,8,60,1,"False",69.5224
"Tomas Mcmullen",62644196007275168,15,7,6,"False",71.2469
"Tomas Squires",12346198906284507,47,61,1,"False",88.2681
"Tomas Webb",65314198712013321,68,56,4,"False",83.9476
"Tommie Heagney",62116193003146403,32,30,5,"False",64.6798
"Tommie Kyle",96665197204233351,29,47,5,"False",69.9769
"Tommie Marson",86819193901025876,11,6,3,"False",65.0174
"Tommie Pena",70860200305166221,26,58,1,"False",81.629
"Tommy Aviles",36437195305234991,24,42,5,"False",62.0087
"Tommy Davis",22972196106077149,47,13,1,"False",81.6847
"Tommy Hall",32703197410278083,5,46,4,"False",83.9106
"Tommy Herren",20860199803154891,47,53,2,"False",76.5786
"Tommy Hood",15791196302093768,21,39,3,"False",75.4721
"Tommy Lazor",31020200107085455,13,47,2,"False",82.6475
"Tommy Leon",78537196902164993,31,26,1,"False",66.0411
"Tommy Ogle",82726198112186563,23,45,1,"False",64.6798
"Tommy Thomas",37789197007257656,35,36,1,"False",79.1501
"Tommy Uhrin",26410196109079443,37,58,1,"False",62.4078
"Tommy Weinstein",25815198004028042,44,43,1,"False",82.8362
"Toney Neumann",15541194108275272,26,42,3,"False",67.8898
"Toni Bernard",59889201007073972,35,48,2,"False",64.6798
"Toni Haynes",42351197901044077,8,19,2,"False",83.4305
"Toni Kanoy",41097199509108922,45,52,5,"False",74.5872
"Toni Meyer",42670196108162045,1,25,5,"False",64.6798
"Toni Mosby",78384194005315580,43,53,4,"False",68.5422
"Tonia Arrington",39816195406308205,19,19,3,"False",64.6798
"Tonia Dickens",23417193312184156,30,47,1,"False",64.6798
"Tonia Waroway",83567201612044600,5,42,5,"False",72.6146
"Tonisha Caldwell",90171196905076055,64,17,4,"False",74.805
"Tonja Helm",67651196204181912,39,9,6,"False",74.2882
"Tonja Mcsorley",25133195209161035,21,34,3,"False",64.6798
"Tonja Pollack",46286194301305233,30,46,5,"False",59.9132
"Tony Arcuri",53874200908145277,7,12,5,"False",75.7195
"Tony Banks",88190199408155828,9,14,4,"False",82.3059
"Tony Beard",71308200510122440,34,31,2,"False",85.8105
"Tony Davis",36866199805224906,27,42,4,"True",79.7609
"Tony Granderson",51256200509282411,37,22,1,"True",75.3046
"Tony Hill",61238199003115068,13,15,4,"False",64.6798
"Tony Mccoy",79243195311046392,48,61,2,"False",76.0048
"Tony Mitchell",93698200007307982,17,44,1,"False",64.6798
"Tony Moore",39368201907299118,47,16,2,"False",75.972
"Tony Newcombe",44278200309111870,53,46,2,"False",88.7072
"Tony Ramirez",76226200112048131,25,16,3,"False",76.2005
"Tony Sanchez",54066201110031263,31,24,4,"False",70.7393
"Tony Steel",30863193406256722,61,9,4,"False",64.6798
"Tony Steele",12371194809066928,32,42,5,"False",67.4947
"Tony Steier",24444198608108866,17,18,5,"False",80.8962
"Tony Tolbert",88677196605142513,17,7,4,"False",61.8279
"Tony Warren",82346197006268068,20,34,6,"False",76.8495
"Tonya Benson",43123194312265794,8,12,2,"False",62.7202
"Tonya Crays",71480193709087491,15,67,4,"False",62.0108
"Tonya Duvall",53993195112092845,6,36,5,"False",71.0937
"Tonya Ford",64221198304017231,1,7,5,"False",88.6057
"Tonya Griffin",35156195311207399,30,20,3,"False",73.0443
"Tonya Kendall",68548193710292494,44,25,5,"False",61.4128
"Tonya Kiffer",63307200005291147,3,52,2,"False",91.312
"Tonya King",86823197504214714,34,3,3,"True",77.0782
"Tonya Morgan",61348195505139958,39,38,5,"False",64.6798
"Tonya Roberson",12078198703211153,1,3,5,"True",86.4957
"Tonya Wong",57621193607099460,6,7,1,"False",63.3575
"Tori Dawson",45508201705273374,7,16,1,"False",71.0835
"Torie Clarke",75033200606045482,42,13,5,"False",78.9718
"Tosha Kubat",65043198406227082,43,28,6,"False",60.7405
"Tracey Allen",10899195906024827,25,59,4,"False",74.5135
"Tracey Caballero",69774200104053944,17,26,4,"False",88.6175
"Tracey Hubbard",73070200106231397,37,9,2,"False",94.1744
"Tracey Moore",18779199406216109,47,60,2,"False",70.4891
"Tracey Myers",43291197506234919,64,16,4,"True",88.859
"Tracey Neale",15142198106068588,5,51,5,"False",79.495
"Tracey Wyse",36431200011196166,54,30,2,"False",79.4918
"Traci Bishop",62212200011209295,51,58,2,"True",85.3461
"Traci Garcia",43511197303276583,35,45,3,"False",72.0077
"Traci Henriques",31909197803308286,23,53,5,"False",79.3143
"Tracie Ellis",30633195304062038,2,45,3,"False",74.4392
"Tracie Gilbert",17568201809087012,33,39,4,"False",64.6798
"Tracie Hackney",75999199805204134,18,3,3,"False",64.6798
"Tracie Medrano",32743198210092564,20,36,4,"False",76.42
"Tracie Parks",32376194608296050,68,34,4,"True",62.6977
"Tracy Aden",38565198506266837,4,43,1,"False",64.8933
"Tracy Allen",22701194601055205,4,46,1,"False",60.1824
"Tracy Armbruster",74139200302168367,25,22,5,"False",94.9232
"Tracy Belisle",52917198612131129,34,9,2,"False",77.2341
"Tracy Browning",74420196306127890,6,36,4,"True",66.8817
"Tracy Carlson",95719198408258744,52,1,4,"False",81.1258
"Tracy Dabney",84505198411126736,32,58,5,"False",87.4797
"Tracy Fonseca",65279193509253469,24,41,4,"False",69.977
"Tracy Gazaway",28044199008271567,15,34,4,"False",86.5315
"Tracy Geiger",31927193402163681,53,65,4,"False",56.9671
"Tracy Gustafson",88403199008271668,49,13,1,"False",85.4628
"Tracy Kim",65514197012181024,26,14,1,"False",67.0851
"Tracy King",92878199403078913,62,49,4,"False",82.5768
"Tracy Lewis",72697200801223847,53,52,2,"False",85.2146
"Tracy Mallory",72463200903087707,47,5,1,"False",72.8809
"Tracy Mcdonnell",30094198301239865,60,45,4,"False",69.9502
"Tracy Mitchell",45519200611185854,4,42,3,"False",85.0992
"Tracy Nam",93324197802191214,24,16,4,"False",73.238
"Tracy Ogden",22750197003306360,34,30,2,"True",81.6108
"Tracy Pearce",32555201402286132,30,51,1,"False",78.7257
"Tracy Peters",32766199309025821,10,32,4,"False",89.47
"Tracy Richmond",64487201108247449,6,26,3,"False",82.8601
"Tracy Roberts",27503198306032522,8,4,3,"True",72.5388
"Tracy Sammarco",71272198702148954,39,51,2,"False",76.671
"Tracy Seamons",11333199110173316,5,33,5,"False",62.4112
"Tracy Shaw",65547193707283745,22,14,2,"False",66.8296
"Tracy Wrubel",18342193409107632,14,57,5,"False",70.0972
"Travis Callahan",91060195811084306,30,53,1,"False",69.3879
"Travis Emerald",53167195612268672,68,60,4,"False",65.7497
"Travis Mattison",80029196210149976,9,51,2,"False",72.9288
"Travis Miller",26004197707237816,2,20,2,"False",88.6708
"Travis Pellegrin",10063194504039566,57,64,2,"False",56.221
"Travis Scott",56943193906277791,17,44,3,"False",64.6798
"Travis Thompson",86573198810025688,9,42,1,"False",73.5071
"Travis Valle",22591195201247032,33,9,6,"False",72.5989
"Trent Sykes",66558193011153471,2,61,1,"False",61.8693
"Trenton Mcfaul",41565194603243611,13,39,6,"False",77.6926
"Tresa Riendeau",11822195003031751,37,14,4,"False",65.3415
"Treva Chaput",70386195310071412,4,38,6,"False",71.5193
"Trevor Sanderson",55665197407151304,21,67,4,"False",81.3553
"Trevor White",47427194406255916,57,2,2,"False",59.2094
"Tricia Mayes",46402200107179655,26,62,5,"False",84.2291
"Tricia Silverberg",57929196005205564,36,60,5,"False",64.6798
"Trina Alcorn",87682196512253384,53,19,2,"False",50.2603
"Trina Johnson",64236193001247149,36,24,1,"False",75.4368
"Trina Spears",97558198912107524,14,45,2,"False",83.4134
"Trisha Landwehr",91946197901145376,59,15,4,"False",70.4138
"Tristan Randhawa",78167198202282407,21,27,3,"False",64.6798
"Tristan Suggs",65912200705176958,43,44,4,"False",77.322
"Troy Arce",39666194906026417,12,12,5,"False",64.6798
"Troy Beltran",19262200707184614,17,35,5,"False",91.3065
"Troy Bryant",90424196304193325,6,27,1,"False",74.8577
"Troy Burns",10740201410099864,60,54,4,"False",82.9676
"Troy Clark",94046197108019282,13,24,2,"False",68.0294
"Troy Colon",92351194405034636,12,16,1,"False",69.9477
"Troy Daves",71675198707281826,10,66,1,"False",85.5697
"Troy Gonzalez",72629198601195619,22,27,4,"False",75.8073
"Troy Jewels",62334197906142939,38,64,2,"False",80.1173
"Troy Ramirez",82892198202101383,22,21,2,"False",75.3322
"Troy Spence",79164195505069318,5,55,2,"False",69.7723
"Troy Williams",59668199604141542,53,17,2,"False",89.2616
"Truman Moore",38726196311174437,15,47,1,"False",74.0872
"Tuan Mattson",73916193109189749,10,49,5,"False",53.5555
"Twana Montoya",47938194507239763,13,23,4,"False",64.6798
"Ty Daniels",77557193907217677,2,3,1,"False",61.6238
"Ty Hilton",62582199812039742,17,10,4,"False",64.6798
"Tyler Cook",17602193310255479,20,38,1,"False",66.7036
"Tyler Jones",22133199808016351,38,61,4,"False",76.3395
"Tyler Miller",88582195004102717,24,56,2,"False",63.398
"Tyler Rodriguez",35938198107018605,1,37,3,"False",74.2468
"Tyler Rogers",18148197511122171,9,16,5,"False",78.4677
"Tyler Wong",67220198011212162,26,61,1,"False",67.9704
"Tyree Kimmes",52838199803058467,41,27,1,"True",88.2269
"Tyrell Bale",78379194308243957,15,35,5,"False",65.6145
"Tyrone Bond",53648199011173418,18,5,3,"False",67.9064
"Tyrone Briscoe",39828201907122342,31,44,2,"False",75.392
"Tyrone Burel",10458198809121751,16,24,4,"False",79.4144
"Tyrone Carrillo",68904198002237672,6,65,2,"False",79.9751
"Tyson Millender",17721201704228878,19,3,2,"False",69.9378
"Tyson Sharum",85785197312106157,19,41,1,"False",64.6798
"Tyson Smitley",17498194404033840,11,26,2,"False",60.1909
"Ulysses Pugh",90808197712133893,4,34,6,"False",66.4387
"Un Donaldson",86400200310012032,2,27,6,"False",75.7213
"Val Mcginity",15178193012163207,24,60,4,"False",64.6837
"Val Whitehair",45022196312165675,7,13,1,"False",72.9846
"Valarie Dear",83634197711152769,39,43,5,"False",87.0112
"Valentin Arnold",61353194412105561,40,51,5,"False",64.6798
"Valeria Jones",50750195909101996,41,42,4,"False",65.4147
"Valerie Balistreri",27175197807257515,32,19,3,"False",88.7715
"Valerie Bettis",67466198109215257,4,26,4,"False",79.8984
"Valerie Chiu",19392201303142485,9,17,1,"False",72.6245
"Valerie Henderson",36134197304079245,12,10,3,"True",74.2817
"Valerie Johnson",35250197810199171,37,28,2,"False",64.6798
"Valerie Locke",33676193701124836,32,41,2,"False",73.6
"Valerie Macias",51658198506309767,34,26,4,"False",89.8861
"Valerie Mcgirt",17198201209023550,33,58,2,"False",84.3735
"Valerie Meehan",14524201301192840,19,47,3,"False",82.1319
"Valerie Simmons",49226198401245498,19,32,3,"False",81.7749
"Valerie Thomas",54938199501047062,51,29,4,"False",73.9574
"Valerie Watson",43742200508224884,23,9,1,"False",80.5687
"Valery Walsh",40871194102207535,7,37,3,"False",61.5609
"Vance Casey",98197195110182909,49,38,2,"False",56.6247
"Vance Johnson",68242196504093381,34,34,1,"False",79.7255
"Vance Miller",37504198602118432,40,32,4,"False",82.4468
"Vanesa Johnson",74321199709211847,11,23,3,"False",84.2489
"Vanessa Ahmadi",94940201207085687,33,35,3,"False",84.3966
"Vanessa Bridges",49281201104041434,32,21,6,"False",81.5025
"Vanessa Campagna",50492194105093446,12,54,1,"False",67.1249
"Vanessa Castillo",90117197608032559,8,5,3,"False",76.101
"Vanessa Favero",66500198708189749,39,36,5,"False",80.915
"Vanessa Hayes",21671193411124654,29,52,5,"False",64.6798
"Vanessa Lemon",67929198112266709,23,34,6,"False",77.4473
"Vanessa Moran",56384200612188900,7,43,5,"False",82.3709
"Vanessa Pumper",55806194706223100,39,47,3,"False",67.7949
"Vanessa Scott",47062198506035543,25,36,1,"True",79.0834
"Vanessa Searfoss",56581198009132309,39,23,1,"False",77.0269
"Vanessa Sumner",66675193308241960,37,40,6,"False",64.6798
"Vanessa Trinklein",18319198503197688,63,20,4,"False",76.8165
"Vania Lee",45441201203274258,34,3,4,"False",70.9261
"Vella Feliciano",22274194210042159,30,14,6,"True",52.4117
"Velma Blumhardt",86149198501024513,27,63,1,"False",64.6798
"Velma Fosnaugh",83051198208113927,32,54,4,"False",78.4616
"Velma Ryder",52429193004245933,47,47,4,"True",68.8835
"Venus Mcilvain",35371195909033651,41,4,1,"False",73.087
"Vera Armour",14117195009232798,3,56,4,"False",70.1422
"Vera Cooper",18001201707263400,38,49,5,"False",78.2249
"Vera James",45738201801078591,34,47,2,"False",64.6798
"Vera Larson",77646196910087599,49,56,2,"False",78.9354
"Vera Mendoza",44568198510284300,11,36,1,"False",77.5416
"Vera Parker",72243194211309903,38,16,6,"False",69.1985
"Vera Perrodin",19081194511173007,15,45,1,"False",60.5146
"Vera Wallace",94547193404232010,32,13,1,"False",64.9015
"Verlene Green",12614199804234462,2,51,5,"False",72.2767
"Verna Walker",26690193204074134,48,13,1,"False",66.4374
"Vernell Wallace",15265193003195740,37,7,5,"False",57.9218
"Vernon Brizuela",28666199106243843,16,58,1,"False",66.5983
"Vernon Copeland",70608195209015029,36,40,3,"False",65.4357
"Vernon Glick",81871199405237163,47,20,2,"False",93.5576
"Veronica Campbell",14692195706048087,6,34,3,"False",77.2814
"Veronica Cimino",63635198109258795,2,65,4,"True",81.5175
"Veronica Moralis",30576198605037356,1,14,4,"False",76.0638
"Veronica Ritchie",94886198703221945,29,24,5,"False",92.5029
"Veronica Sanders",61032196212034755,17,4,5,"False",75.1169
"Veronica Yaple",65039197805023309,10,52,4,"False",78.9527
"Vesta Glass",58036198010123344,15,4,4,"False",69.8139
"Vicki Atencio",69811193306244248,31,1,5,"False",65.1315
"Vicki Cain",76222196507259462,37,14,2,"False",76.9905
"Vicki Castro",23145193411087506,37,40,1,"False",66.1686
"Vicki Galbraith",15522201901285810,38,36,6,"False",79.8789
"Vicki Hayes",11417198807238920,41,30,2,"False",81.0028
"Vicki Reyes",17820198411098200,13,16,3,"False",88.5331
"Vicki Starr",64618197307017084,1,51,1,"False",75.3095
"Vicki Stroik",78895194011024581,32,14,3,"False",69.5818
"Vicki Wyman",58392199407177175,28,39,1,"False",94.1
"Vickie Badger",59024196703061337,38,34,4,"False",71.606
"Vickie Blanchette",56636195703108724,19,21,6,"True",70.6597
"Vickie Grayson",85609198611068361,3,44,4,"False",93.5321
"Vickie Hamilton",58095194809186376,10,41,3,"False",68.9233
"Vickie Maxwell",35488198711085656,62,63,4,"False",83.5317
"Vickie Williams",26448194712171888,1,54,1,"False",62.3251
"Vicky Dronick",71181197708125391,38,19,3,"False",63.8304
"Vicky Ferg",42984196108177628,45,43,2,"False",69.9192
"Vicky Gross",38147201710058424,44,54,5,"False",73.9996
"Victor Allen",95990200812088808,16,10,6,"False",64.6798
"Victor Cowan",56802194707231193,22,33,3,"False",66.8475
"Victor Fitzgerald",92081200710299667,30,15,3,"False",86.495
"Victor Goines",40271201004023877,13,28,1,"False",73.8082
"Victor Gutierrez",52002195202138667,48,21,1,"False",61.7667
"Victor Jugo",99669200501051220,38,3,1,"False",72.1973
